Domain	siteID	Latitude	Longitude	elevation(m)	NLCDC	plotID	Date	boutNumber	LichenIndex	PercentCanopyCover	precipCalcium	precipMagnesium	precipPotassium	precipSodium	precipAmmonium	precipNitrate	precipSulfate	precipPhosphate	precipChloride	precipBromide	pH	precipConductivity
D19	HEAL	63.866487	-149.260447	677.6	shrubScrub	HEAL_017	8/13/2019	1	12.5	26	0.02425	0.00575	0.02525	0.03225	0.021	0.11075	0.1775	0.008	0.03725	0	5.205	3.575
D19	HEAL	63.862657	-149.249125	701.8	shrubScrub	HEAL_018	8/21/2019	1	8	12	0.02425	0.00575	0.02525	0.03225	0.021	0.11075	0.1775	0.008	0.03725	0	5.205	3.575
D19	HEAL	63.894643	-149.2872	653.4	shrubScrub	HEAL_019	8/20/2019	1	89	4	0.02425	0.00575	0.02525	0.03225	0.021	0.11075	0.1775	0.008	0.03725	0	5.205	3.575
D19	HEAL	63.871707	-149.271288	654.9	shrubScrub	HEAL_020	8/19/2019	1	12	11	0.02425	0.00575	0.02525	0.03225	0.021	0.11075	0.1775	0.008	0.03725	0	5.205	3.575
D19	HEAL	63.8907	-149.264221	665.3	shrubScrub	HEAL_021	8/15/2019	1	82.5	4	0.02425	0.00575	0.02525	0.03225	0.021	0.11075	0.1775	0.008	0.03725	0	5.205	3.575
D19	HEAL	63.887475	-149.212621	630.4	shrubScrub	HEAL_022	8/15/2019	1	74	3	0.02425	0.00575	0.02525	0.03225	0.021	0.11075	0.1775	0.008	0.03725	0	5.205	3.575
D19	HEAL	63.887447	-149.28229	669.5	shrubScrub	HEAL_023	8/21/2019	1	40	10	0.02425	0.00575	0.02525	0.03225	0.021	0.11075	0.1775	0.008	0.03725	0	5.205	3.575
D19	HEAL	63.881157	-149.287307	632.4	shrubScrub	HEAL_024	8/21/2019	1	7.5	10	0.02425	0.00575	0.02525	0.03225	0.021	0.11075	0.1775	0.008	0.03725	0	5.205	3.575
D19	HEAL	63.87307	-149.287886	639.4	evergreenForest	HEAL_025	8/20/2019	1	19	10	0.02425	0.00575	0.02525	0.03225	0.021	0.11075	0.1775	0.008	0.03725	0	5.205	3.575
D19	HEAL	63.886716	-149.18997	592.8	evergreenForest	HEAL_026	8/20/2019	1	27	5	0.02425	0.00575	0.02525	0.03225	0.021	0.11075	0.1775	0.008	0.03725	0	5.205	3.575
D19	HEAL	63.867913	-149.2557	675.4	evergreenForest	HEAL_027	8/14/2019	1	2.5	26	0.02425	0.00575	0.02525	0.03225	0.021	0.11075	0.1775	0.008	0.03725	0	5.205	3.575
D19	HEAL	63.871278	-149.265115	661.7	evergreenForest	HEAL_028	8/13/2019	1	33	11	0.02425	0.00575	0.02525	0.03225	0.021	0.11075	0.1775	0.008	0.03725	0	5.205	3.575
D19	HEAL	63.869787	-149.256455	671.7	evergreenForest	HEAL_029	8/13/2019	1	3	26	0.02425	0.00575	0.02525	0.03225	0.021	0.11075	0.1775	0.008	0.03725	0	5.205	3.575
D19	HEAL	63.875485	-149.21903	683.4	dwarfScrub	HEAL_045	8/12/2019	1	90	4	0.02425	0.00575	0.02525	0.03225	0.021	0.11075	0.1775	0.008	0.03725	0	5.205	3.575
D19	HEAL	63.873367	-149.216447	691	shrubScrub	HEAL_046	8/12/2019	1	28	4	0.02425	0.00575	0.02525	0.03225	0.021	0.11075	0.1775	0.008	0.03725	0	5.205	3.575
D19	HEAL	63.872775	-149.220656	687.9	shrubScrub	HEAL_047	8/14/2019	1	90.5	10	0.02425	0.00575	0.02525	0.03225	0.021	0.11075	0.1775	0.008	0.03725	0	5.205	3.575
D19	HEAL	63.89218	-149.27171	673.2	shrubScrub	HEAL_077	8/19/2019	1	127	4	0.02425	0.00575	0.02525	0.03225	0.021	0.11075	0.1775	0.008	0.03725	0	5.205	3.575
D03	JERC	31.189774	-84.465861	44.9	cultivatedCrops	JERC_004	10/1/2019	1	0	16	0.086727273	0.030727273	0.044090909	0.234181818	0.231636364	0.57418	0.38955	0.0328	0.3521	0.0025	5.476363636	6.3909
D03	JERC	31.187672	-84.455851	41.9	mixedForest	JERC_006	10/1/2019	1	1.5	60	0.086727273	0.030727273	0.044090909	0.234181818	0.231636364	0.57418	0.38955	0.0328	0.3521	0.0025	5.476363636	6.3909
D03	JERC	31.200072	-84.454914	47.6	cultivatedCrops	JERC_014	10/2/2019	1	0.5	0	0.086727273	0.030727273	0.044090909	0.234181818	0.231636364	0.57418	0.38955	0.0328	0.3521	0.0025	5.476363636	6.3909
D03	JERC	31.190607	-84.454212	50.3	evergreenForest	JERC_015	10/3/2019	1	2	65	0.086727273	0.030727273	0.044090909	0.234181818	0.231636364	0.57418	0.38955	0.0328	0.3521	0.0025	5.476363636	6.3909
D03	JERC	31.210377	-84.468464	46.7	evergreenForest	JERC_022	10/9/2019	1	2.5	53	0.086727273	0.030727273	0.044090909	0.234181818	0.231636364	0.57418	0.38955	0.0328	0.3521	0.0025	5.476363636	6.3909
D03	JERC	31.186762	-84.464378	44.3	deciduousForest	JERC_029	10/9/2019	1	1.5	20	0.086727273	0.030727273	0.044090909	0.234181818	0.231636364	0.57418	0.38955	0.0328	0.3521	0.0025	5.476363636	6.3909
D03	JERC	31.202452	-84.464588	44	mixedForest	JERC_031	10/9/2019	1	6.5	60	0.086727273	0.030727273	0.044090909	0.234181818	0.231636364	0.57418	0.38955	0.0328	0.3521	0.0025	5.476363636	6.3909
D03	JERC	31.192001	-84.456043	46.6	mixedForest	JERC_033	10/8/2019	1	14.5	77	0.086727273	0.030727273	0.044090909	0.234181818	0.231636364	0.57418	0.38955	0.0328	0.3521	0.0025	5.476363636	6.3909
D03	JERC	31.197571	-84.491486	44	deciduousForest	JERC_034	10/3/2019	1	4	77	0.086727273	0.030727273	0.044090909	0.234181818	0.231636364	0.57418	0.38955	0.0328	0.3521	0.0025	5.476363636	6.3909
D03	JERC	31.198437	-84.467181	35.3	evergreenForest	JERC_047	10/8/2019	1	3	60	0.086727273	0.030727273	0.044090909	0.234181818	0.231636364	0.57418	0.38955	0.0328	0.3521	0.0025	5.476363636	6.3909
D14	JORN	32.60493	-106.802046	1323.4	shrubScrub	JORN_001	9/10/2019	2	1	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.611356	-106.826155	1328.2	shrubScrub	JORN_002	9/10/2019	2	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.600614	-106.838099	1321.1	shrubScrub	JORN_003	9/11/2019	2	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.630328	-106.86076	1331.6	shrubScrub	JORN_004	9/11/2019	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.575696	-106.803388	1323.5	shrubScrub	JORN_005	9/11/2019	2	0.5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.590562	-106.82446	1323.2	shrubScrub	JORN_006	9/11/2019	2	1.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.607919	-106.856765	1323.5	shrubScrub	JORN_007	9/10/2019	2	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.593905	-106.797359	1320	shrubScrub	JORN_008	9/10/2019	2	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.611448	-106.83769	1326.7	shrubScrub	JORN_009	9/10/2019	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.628336	-106.847936	1331.7	shrubScrub	JORN_010	9/11/2019	2	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.606695	-106.793774	1325.4	shrubScrub	JORN_011	9/10/2019	2	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.617485	-106.81411	1328.4	shrubScrub	JORN_012	9/10/2019	2	2	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.630842	-106.862029	1332.7	shrubScrub	JORN_013	9/11/2019	2	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.596034	-106.819454	1323.7	shrubScrub	JORN_014	9/11/2019	2	1.5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.610623	-106.856854	1321.7	shrubScrub	JORN_015	9/10/2019	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.595944	-106.806665	1325.5	shrubScrub	JORN_016	9/10/2019	2	0.5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.60857	-106.850086	1321.1	shrubScrub	JORN_017	9/10/2019	2	0.5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.620814	-106.844913	1322.8	shrubScrub	JORN_018	9/10/2019	2	0.5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.60073	-106.865294	1331.1	shrubScrub	JORN_019	9/10/2019	2	0.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.597035	-106.844083	1317.3	shrubScrub	JORN_020	9/9/2019	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.620084	-106.85767	1331.8	shrubScrub	JORN_021	9/11/2019	2	1.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.582444	-106.804147	1322.4	shrubScrub	JORN_022	9/11/2019	2	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.622325	-106.816156	1328.8	shrubScrub	JORN_023	9/10/2019	2	0.5	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.601842	-106.828499	1323.9	shrubScrub	JORN_024	9/10/2019	2	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.60515	-106.860893	1326.6	shrubScrub	JORN_025	9/10/2019	2	0.5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.602092	-106.830119	1323.4	shrubScrub	JORN_026	9/10/2019	2	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.622379	-106.830886	1332	shrubScrub	JORN_027	9/10/2019	2	1.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.583104	-106.814725	1322.7	shrubScrub	JORN_028	9/11/2019	2	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.615142	-106.80704	1327	shrubScrub	JORN_029	9/10/2019	2	1.5	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.599449	-106.859794	1330.3	shrubScrub	JORN_030	9/10/2019	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.590028	-106.840435	1320	shrubScrub	JORN_042	9/9/2019	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.589481	-106.841383	1323.2	shrubScrub	JORN_044	9/9/2019	2	1.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D14	JORN	32.592144	-106.84334	1321.9	shrubScrub	JORN_045	9/9/2019	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.215958	-96.594339	328.3	cultivatedCrops	KONA_001	5/14/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.115597	-96.638463	324	cultivatedCrops	KONA_002	5/15/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.215287	-96.599283	333.9	cultivatedCrops	KONA_003	5/15/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.124272	-96.637853	325.8	cultivatedCrops	KONA_004	5/23/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.221583	-96.582637	317.8	cultivatedCrops	KONA_005	5/14/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.124964	-96.647329	354	cultivatedCrops	KONA_006	5/22/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.119701	-96.638655	326.6	cultivatedCrops	KONA_007	5/15/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.21712	-96.600871	336	cultivatedCrops	KONA_008	5/15/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.125694	-96.64534	345.9	cultivatedCrops	KONA_009	5/22/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.125589	-96.639109	326.7	cultivatedCrops	KONA_010	5/23/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.223125	-96.595404	326.1	cultivatedCrops	KONA_011	5/14/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.12255	-96.641186	331.2	cultivatedCrops	KONA_012	5/22/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.126668	-96.64202	332.6	cultivatedCrops	KONA_013	5/21/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.215594	-96.601254	332.1	cultivatedCrops	KONA_014	5/15/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.214927	-96.595022	325.3	cultivatedCrops	KONA_015	5/14/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.120699	-96.638276	327.9	cultivatedCrops	KONA_016	5/22/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.227868	-96.589979	328.1	cultivatedCrops	KONA_017	5/14/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.117872	-96.638036	326.1	cultivatedCrops	KONA_018	5/15/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.213041	-96.589511	325.9	cultivatedCrops	KONA_019	5/14/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.126594	-96.639075	326.4	cultivatedCrops	KONA_020	5/21/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.125641	-96.642058	333.6	cultivatedCrops	KONA_021	5/22/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.228185	-96.591613	328.6	cultivatedCrops	KONA_022	5/14/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.21649	-96.595634	330.1	cultivatedCrops	KONA_023	5/14/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.209812	-96.594206	329.9	cultivatedCrops	KONA_024	5/16/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.222378	-96.59609	326.4	cultivatedCrops	KONA_026	5/15/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.123842	-96.642124	336.2	cultivatedCrops	KONA_027	5/22/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.124585	-96.641109	331.9	cultivatedCrops	KONA_028	5/22/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.126474	-96.644988	342.8	cultivatedCrops	KONA_030	5/22/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.126956	-96.643663	338.3	cultivatedCrops	KONA_032	5/22/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.210049	-96.592549	328	cultivatedCrops	KONA_035	5/16/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.108044	-96.612665	327.5	cultivatedCrops	KONA_048	5/13/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.111555	-96.611503	321.2	cultivatedCrops	KONA_054	5/13/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONA	39.108366	-96.614399	330.2	cultivatedCrops	KONA_057	5/13/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D06	KONZ	39.088076	-96.570347	404.2	grasslandHerbaceous	KONZ_003	8/1/2019	1	0	0	0.502833333	0.03475	0.02925	0.08725	0.394833333	0.821	0.493	0.0062	0.104916667	0.001	6.279166667	7.1333
D06	KONZ	39.110568	-96.550148	375.1	grasslandHerbaceous	KONZ_004	8/1/2019	1	0	0	0.502833333	0.03475	0.02925	0.08725	0.394833333	0.821	0.493	0.0062	0.104916667	0.001	6.279166667	7.1333
D06	KONZ	39.07116	-96.588942	409.5	grasslandHerbaceous	KONZ_006	8/15/2019	1	0	0	0.502833333	0.03475	0.02925	0.08725	0.394833333	0.821	0.493	0.0062	0.104916667	0.001	6.279166667	7.1333
D06	KONZ	39.073754	-96.571172	421	grasslandHerbaceous	KONZ_010	8/15/2019	1	0	0	0.502833333	0.03475	0.02925	0.08725	0.394833333	0.821	0.493	0.0062	0.104916667	0.001	6.279166667	7.1333
D06	KONZ	39.084519	-96.582247	378.1	grasslandHerbaceous	KONZ_012	8/14/2019	1	0	0	0.502833333	0.03475	0.02925	0.08725	0.394833333	0.821	0.493	0.0062	0.104916667	0.001	6.279166667	7.1333
D06	KONZ	39.087283	-96.611625	401.9	grasslandHerbaceous	KONZ_015	8/6/2019	1	0	0	0.502833333	0.03475	0.02925	0.08725	0.394833333	0.821	0.493	0.0062	0.104916667	0.001	6.279166667	7.1333
D06	KONZ	39.092147	-96.584064	368.9	grasslandHerbaceous	KONZ_016	8/6/2019	1	0	0	0.502833333	0.03475	0.02925	0.08725	0.394833333	0.821	0.493	0.0062	0.104916667	0.001	6.279166667	7.1333
D06	KONZ	39.081579	-96.557386	427.1	grasslandHerbaceous	KONZ_018	8/16/2019	1	0	0	0.502833333	0.03475	0.02925	0.08725	0.394833333	0.821	0.493	0.0062	0.104916667	0.001	6.279166667	7.1333
D06	KONZ	39.110903	-96.55221	351	deciduousForest	KONZ_024	8/1/2019	1	0	43	0.502833333	0.03475	0.02925	0.08725	0.394833333	0.821	0.493	0.0062	0.104916667	0.001	6.279166667	7.1333
D06	KONZ	39.08905	-96.57864	366.4	deciduousForest	KONZ_026	8/14/2019	1	0	63	0.502833333	0.03475	0.02925	0.08725	0.394833333	0.821	0.493	0.0062	0.104916667	0.001	6.279166667	7.1333
D06	KONZ	39.100799	-96.585468	353.3	deciduousForest	KONZ_027	8/6/2019	1	0	69	0.502833333	0.03475	0.02925	0.08725	0.394833333	0.821	0.493	0.0062	0.104916667	0.001	6.279166667	7.1333
D06	KONZ	39.104397	-96.576047	374.5	deciduousForest	KONZ_028	8/14/2019	1	0	73	0.502833333	0.03475	0.02925	0.08725	0.394833333	0.821	0.493	0.0062	0.104916667	0.001	6.279166667	7.1333
D06	KONZ	39.103897	-96.577407	367.5	deciduousForest	KONZ_030	8/14/2019	1	0	12	0.502833333	0.03475	0.02925	0.08725	0.394833333	0.821	0.493	0.0062	0.104916667	0.001	6.279166667	7.1333
D04	LAJA	18.024529	-67.076837	20.1	grasslandHerbaceous	LAJA_001	9/19/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.035349	-67.073332	31.2	cultivatedCrops	LAJA_002	9/10/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.025922	-67.081365	21.1	pastureHay	LAJA_003	9/23/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.017803	-67.08088	14.8	pastureHay	LAJA_004	9/19/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.025704	-67.084747	20.8	pastureHay	LAJA_005	9/23/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.0278	-67.078506	23.7	pastureHay	LAJA_007	9/23/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.025907	-67.078525	21.2	pastureHay	LAJA_008	9/10/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.032303	-67.069111	25.1	grasslandHerbaceous	LAJA_009	9/9/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.026484	-67.082779	22.1	pastureHay	LAJA_010	9/23/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.01811	-67.084277	14	pastureHay	LAJA_011	9/19/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.02271	-67.083667	18.7	pastureHay	LAJA_012	9/19/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.018944	-67.086826	14.3	pastureHay	LAJA_013	9/19/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.023478	-67.080259	18.4	pastureHay	LAJA_014	9/10/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.034461	-67.066824	27	evergreenForest	LAJA_015	9/9/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.030429	-67.070828	24.9	grasslandHerbaceous	LAJA_016	9/11/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.017713	-67.074931	14.8	cultivatedCrops	LAJA_017	9/19/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.034241	-67.072199	29.6	cultivatedCrops	LAJA_018	9/10/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.032068	-67.070519	26.1	cultivatedCrops	LAJA_019	9/9/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.03096	-67.069118	24.7	cultivatedCrops	LAJA_021	9/9/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.029658	-67.073388	25.3	cultivatedCrops	LAJA_022	9/10/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.035855	-67.06962	28.7	grasslandHerbaceous	LAJA_023	9/18/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.036914	-67.07075	31.1	grasslandHerbaceous	LAJA_024	9/11/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.034725	-67.064257	25.2	grasslandHerbaceous	LAJA_025	9/11/2019	1	0	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.035568	-67.06765	34.9	evergreenForest	LAJA_026	9/24/2019	1	0	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.035317	-67.070486	29.7	cultivatedCrops	LAJA_027	9/24/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.03777	-67.071595	32.1	grasslandHerbaceous	LAJA_028	9/11/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.039933	-67.069311	40.9	evergreenForest	LAJA_029	9/18/2019	1	17	89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.039933	-67.069311	40.9	evergreenForest	LAJA_029	9/18/2019	1	0	89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.020194	-67.075469	15.9	pastureHay	LAJA_042	9/12/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.01911	-67.075475	15.5	pastureHay	LAJA_044	9/12/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.020963	-67.074891	16.3	pastureHay	LAJA_046	9/12/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D04	LAJA	18.033966	-67.071343	27.5	cultivatedCrops	LAJA_072	9/9/2019	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D08	LENO	31.824646	-88.177622	12.8	deciduousForest	LENO_001	7/9/2019	1	1.5	85	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.821088	-88.182303	12.4	woodyWetlands	LENO_004	7/3/2019	1	3.5	96	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.827863	-88.181486	13.3	woodyWetlands	LENO_005	7/2/2019	1	1	85	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.812513	-88.202235	13.8	deciduousForest	LENO_007	7/1/2019	1	3	95	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.825951	-88.183041	16.7	woodyWetlands	LENO_011	7/3/2019	1	3.5	96	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.818479	-88.199429	11.2	woodyWetlands	LENO_013	7/1/2019	1	2.5	97	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.815893	-88.191497	15.3	woodyWetlands	LENO_015	7/8/2019	1	2	95	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.817833	-88.184533	10.2	woodyWetlands	LENO_016	7/8/2019	1	4	92	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.841761	-88.16834	15.1	woodyWetlands	LENO_017	7/9/2019	1	3	94	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
